generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
1848,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1849,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1850,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1851,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1852,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1853,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1854,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1855,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1856,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1857,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1858,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1859,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1860,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1861,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1862,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1863,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1864,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1865,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1866,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1867,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1868,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1869,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1870,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1871,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1872,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1873,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1874,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1875,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1876,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1877,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1878,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1879,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1880,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1881,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1882,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1883,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1884,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1885,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1886,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1887,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1888,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1889,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1890,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1891,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1892,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1893,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1894,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1895,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1896,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1897,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1898,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1899,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1900,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1901,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1902,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1903,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1904,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1905,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
