generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
59,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
60,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
61,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
62,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
63,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
64,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
65,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
66,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
67,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
68,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
69,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
70,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
71,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
72,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
73,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
74,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
75,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
76,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
77,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
78,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
79,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
80,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
81,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
82,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
83,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
84,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
85,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
86,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
87,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
88,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
89,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
90,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
91,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
92,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
93,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
94,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
95,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
96,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
97,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
98,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
99,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
100,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
101,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
102,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
103,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
104,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
105,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
106,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
107,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
108,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
109,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
110,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
111,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
112,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
113,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
114,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
115,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
116,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
117,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
118,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
119,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
120,kept,-16768,170,72,0,30,36,1606,5769,0,2880,3692,0.000000,0.423529,11.282353,49.341176,43.694118,0.188235,0.158824,0.588235,0.505882,0.270588,0.241176,0.829412,0.811765,7.017647,0.588235,1.052941,1.347754,4.584190,2.092295,0.094503,0.004189,0.852640,0.172890,0.975650,0.061909,0.760885,0.658635,0.088297,0.137911,0.181354,guard_captain|trade_guild|fishing_boat
