generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,avg_raid_damage_events,avg_raid_repairs,avg_damaged_raiders_sunk,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
40,kept,-94222,360,99,0,24,155,637,21694,0,12400,4952,0.000000,0.275000,10.600000,45.980556,65.544444,0.325000,0.297222,0.236111,0.191667,0.175000,0.138889,0.927778,0.894444,9.641667,0.177778,0.150000,0.094444,7.791667,0.377778,0.236111,0.038889,0.408333,0.497222,1.989835,0.144327,0.240349,4.180640,0.226143,0.942196,0.138887,0.406809,0.372190,0.767889,0.617986,0.548728,0.398176,0.170807,0.799671,0.169153,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
41,kept,-94222,360,99,0,24,155,637,21694,0,12400,4952,0.000000,0.275000,10.600000,45.980556,65.544444,0.325000,0.297222,0.236111,0.191667,0.175000,0.138889,0.927778,0.894444,9.641667,0.177778,0.150000,0.094444,7.791667,0.377778,0.236111,0.038889,0.408333,0.497222,1.989835,0.144327,0.240349,4.180640,0.226143,0.942196,0.138887,0.406809,0.372190,0.767889,0.617986,0.548728,0.398176,0.170807,0.799671,0.169153,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
42,kept,-94222,360,99,0,24,155,637,21694,0,12400,4952,0.000000,0.275000,10.600000,45.980556,65.544444,0.325000,0.297222,0.236111,0.191667,0.175000,0.138889,0.927778,0.894444,9.641667,0.177778,0.150000,0.094444,7.791667,0.377778,0.236111,0.038889,0.408333,0.497222,1.989835,0.144327,0.240349,4.180640,0.226143,0.942196,0.138887,0.406809,0.372190,0.767889,0.617986,0.548728,0.398176,0.170807,0.799671,0.169153,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
43,kept,-94222,360,99,0,24,155,637,21694,0,12400,4952,0.000000,0.275000,10.600000,45.980556,65.544444,0.325000,0.297222,0.236111,0.191667,0.175000,0.138889,0.927778,0.894444,9.641667,0.177778,0.150000,0.094444,7.791667,0.377778,0.236111,0.038889,0.408333,0.497222,1.989835,0.144327,0.240349,4.180640,0.226143,0.942196,0.138887,0.406809,0.372190,0.767889,0.617986,0.548728,0.398176,0.170807,0.799671,0.169153,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
44,learned,-83995,360,111,2,25,153,980,19594,0,12240,5060,0.000000,0.308333,10.619444,56.550000,57.177778,0.311111,0.275000,0.294444,0.233333,0.130556,0.075000,0.908333,0.863889,12.636111,0.161111,0.119444,0.100000,7.555556,0.358333,0.222222,0.022222,0.397222,0.486111,1.867691,0.093813,0.482541,3.909214,0.146993,0.807493,0.100045,0.558235,0.241924,0.742733,0.615380,0.691487,0.402256,0.149901,0.869786,0.249122,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
45,kept,-83995,360,111,2,25,153,980,19594,0,12240,5060,0.000000,0.308333,10.619444,56.550000,57.177778,0.311111,0.275000,0.294444,0.233333,0.130556,0.075000,0.908333,0.863889,12.636111,0.161111,0.119444,0.100000,7.555556,0.358333,0.222222,0.022222,0.397222,0.486111,1.867691,0.093813,0.482541,3.909214,0.146993,0.807493,0.100045,0.558235,0.241924,0.742733,0.615380,0.691487,0.402256,0.149901,0.869786,0.249122,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
46,kept,-83995,360,111,2,25,153,980,19594,0,12240,5060,0.000000,0.308333,10.619444,56.550000,57.177778,0.311111,0.275000,0.294444,0.233333,0.130556,0.075000,0.908333,0.863889,12.636111,0.161111,0.119444,0.100000,7.555556,0.358333,0.222222,0.022222,0.397222,0.486111,1.867691,0.093813,0.482541,3.909214,0.146993,0.807493,0.100045,0.558235,0.241924,0.742733,0.615380,0.691487,0.402256,0.149901,0.869786,0.249122,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
47,kept,-83995,360,111,2,25,153,980,19594,0,12240,5060,0.000000,0.308333,10.619444,56.550000,57.177778,0.311111,0.275000,0.294444,0.233333,0.130556,0.075000,0.908333,0.863889,12.636111,0.161111,0.119444,0.100000,7.555556,0.358333,0.222222,0.022222,0.397222,0.486111,1.867691,0.093813,0.482541,3.909214,0.146993,0.807493,0.100045,0.558235,0.241924,0.742733,0.615380,0.691487,0.402256,0.149901,0.869786,0.249122,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
48,kept,-83995,360,111,2,25,153,980,19594,0,12240,5060,0.000000,0.308333,10.619444,56.550000,57.177778,0.311111,0.275000,0.294444,0.233333,0.130556,0.075000,0.908333,0.863889,12.636111,0.161111,0.119444,0.100000,7.555556,0.358333,0.222222,0.022222,0.397222,0.486111,1.867691,0.093813,0.482541,3.909214,0.146993,0.807493,0.100045,0.558235,0.241924,0.742733,0.615380,0.691487,0.402256,0.149901,0.869786,0.249122,shipyard|fishing_dock|fishing_boat|dry_dock|guard_captain|fort|fire_plans
49,learned,-81220,360,109,0,18,147,159,17846,0,11760,5792,0.000000,0.302778,10.908333,52.019444,57.166667,0.322222,0.308333,0.311111,0.275000,0.191667,0.161111,0.955556,0.922222,11.019444,0.236111,0.197222,0.058333,7.200000,0.294444,0.191667,0.036111,0.430556,0.552778,1.667821,0.060978,0.450707,4.147326,0.095545,0.546396,0.171453,0.712853,0.381739,0.832776,0.636066,0.799466,0.600337,0.097436,0.707736,0.388403,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
50,kept,-81220,360,109,0,18,147,159,17846,0,11760,5792,0.000000,0.302778,10.908333,52.019444,57.166667,0.322222,0.308333,0.311111,0.275000,0.191667,0.161111,0.955556,0.922222,11.019444,0.236111,0.197222,0.058333,7.200000,0.294444,0.191667,0.036111,0.430556,0.552778,1.667821,0.060978,0.450707,4.147326,0.095545,0.546396,0.171453,0.712853,0.381739,0.832776,0.636066,0.799466,0.600337,0.097436,0.707736,0.388403,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
51,kept,-81220,360,109,0,18,147,159,17846,0,11760,5792,0.000000,0.302778,10.908333,52.019444,57.166667,0.322222,0.308333,0.311111,0.275000,0.191667,0.161111,0.955556,0.922222,11.019444,0.236111,0.197222,0.058333,7.200000,0.294444,0.191667,0.036111,0.430556,0.552778,1.667821,0.060978,0.450707,4.147326,0.095545,0.546396,0.171453,0.712853,0.381739,0.832776,0.636066,0.799466,0.600337,0.097436,0.707736,0.388403,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
52,kept,-81220,360,109,0,18,147,159,17846,0,11760,5792,0.000000,0.302778,10.908333,52.019444,57.166667,0.322222,0.308333,0.311111,0.275000,0.191667,0.161111,0.955556,0.922222,11.019444,0.236111,0.197222,0.058333,7.200000,0.294444,0.191667,0.036111,0.430556,0.552778,1.667821,0.060978,0.450707,4.147326,0.095545,0.546396,0.171453,0.712853,0.381739,0.832776,0.636066,0.799466,0.600337,0.097436,0.707736,0.388403,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
53,learned,-79291,360,116,0,18,155,1614,17493,0,12400,5964,0.000000,0.322222,10.730556,86.897222,63.241667,0.400000,0.377778,0.341667,0.291667,0.091667,0.072222,0.963889,0.933333,25.927778,0.277778,0.250000,0.075000,7.433333,0.316667,0.202778,0.025000,0.338889,0.397222,1.412574,0.039636,0.691892,4.193904,0.123082,0.355157,0.245474,0.813354,0.248130,0.891305,0.763443,0.682519,0.740219,0.063333,0.684738,0.358105,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
54,learned,-76616,360,109,3,19,137,801,16443,0,10960,5816,0.000000,0.302778,10.588889,78.472222,59.416667,0.341667,0.325000,0.322222,0.286111,0.108333,0.088889,0.980556,0.927778,18.797222,0.272222,0.211111,0.088889,7.652778,0.358333,0.222222,0.030556,0.394444,0.491667,1.417524,0.170035,0.800332,4.254365,0.102391,0.230852,0.242308,0.866534,0.221044,0.929348,0.701944,0.443638,0.831143,0.041167,0.582143,0.443037,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
55,kept,-76616,360,109,3,19,137,801,16443,0,10960,5816,0.000000,0.302778,10.588889,78.472222,59.416667,0.341667,0.325000,0.322222,0.286111,0.108333,0.088889,0.980556,0.927778,18.797222,0.272222,0.211111,0.088889,7.652778,0.358333,0.222222,0.030556,0.394444,0.491667,1.417524,0.170035,0.800332,4.254365,0.102391,0.230852,0.242308,0.866534,0.221044,0.929348,0.701944,0.443638,0.831143,0.041167,0.582143,0.443037,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
56,learned,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
57,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
58,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
59,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
60,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
61,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
62,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
63,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
64,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
65,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
66,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
67,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
68,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
69,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
70,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
71,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
72,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
73,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
74,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
75,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
76,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
77,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
78,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
79,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
80,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
81,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
82,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
83,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
84,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
85,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
86,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
87,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
88,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
89,kept,-58489,360,132,1,30,132,414,13996,3000,10560,4656,0.050000,0.366667,10.741667,100.797222,58.961111,0.316667,0.266667,0.208333,0.172222,0.055556,0.052778,0.986111,0.955556,30.941667,0.188889,0.163889,0.141667,8.261111,0.397222,0.219444,0.027778,0.413889,0.519444,1.592700,0.179739,0.880621,3.990062,0.066554,0.249687,0.157500,0.679972,0.175989,0.954076,0.782193,0.288364,0.873648,0.266703,0.728393,0.637974,shipyard|dry_dock|fishing_boat|fishing_dock|guard_captain|fort|fire_plans
