generation,status,fitness,games,wins,draws,port_wins,port_losses,stomp_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
495,kept,61843,1600,1005,4,761,335,19730,28700,0.100000,0.628125,9.864375,34.121875,23.831250,0.109375,0.103125,0.023125,0.021875,0.010000,0.010000,0.190625,0.185625,1.762500,0.131875,0.145000,0.891288,3.773635,2.674569,2.132854,0.027417,0.777233,0.074979,0.019455,0.005106,0.049628,0.621225,0.029286,0.022249,0.712895,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
496,kept,61843,1600,1005,4,761,335,19730,28700,0.100000,0.628125,9.864375,34.121875,23.831250,0.109375,0.103125,0.023125,0.021875,0.010000,0.010000,0.190625,0.185625,1.762500,0.131875,0.145000,0.891288,3.773635,2.674569,2.132854,0.027417,0.777233,0.074979,0.019455,0.005106,0.049628,0.621225,0.029286,0.022249,0.712895,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
497,learned,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
498,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
499,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
500,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
501,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
502,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
503,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
504,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
505,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
506,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
507,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
508,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
509,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
510,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
511,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
512,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
513,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
514,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
515,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
516,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
517,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
518,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
519,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
520,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
521,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
522,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
523,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
524,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
525,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
526,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
527,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
528,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
529,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
530,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
531,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
532,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
533,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
534,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
535,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
536,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
537,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
538,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
539,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
540,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
541,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
542,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
543,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
544,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
545,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
546,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
547,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
548,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
549,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
550,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
551,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
552,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
553,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
554,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
555,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
556,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
557,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
