generation,status,fitness,games,wins,draws,port_wins,port_losses,stomp_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
933,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
934,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
935,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
936,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
937,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
938,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
939,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
940,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
941,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
942,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
943,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
944,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
945,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
946,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
947,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
948,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
949,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
950,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
951,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
952,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
953,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
954,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
955,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
956,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
957,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
958,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
959,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
960,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
961,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
962,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
963,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
964,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
965,kept,76101,1600,1034,5,766,307,23370,28700,0.070000,0.646250,9.680625,28.290000,20.903750,0.035625,0.031875,0.024375,0.021875,0.015000,0.012500,0.054375,0.054375,0.260000,0.036875,0.036875,0.432616,3.252269,2.716882,2.560470,0.007529,0.685869,0.020591,0.015710,0.007505,0.013629,0.353544,0.008043,0.036257,0.481787,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
