generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
782,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
783,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
784,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
785,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
786,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
787,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
788,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
789,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
790,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
791,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
792,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
793,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
794,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
795,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
796,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
797,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
798,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
799,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
800,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
801,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
802,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
803,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
804,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
805,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
806,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
807,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
808,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
809,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
810,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
811,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
812,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
813,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
814,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
815,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
816,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
817,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
818,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
819,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
820,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
821,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
822,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
823,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
824,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
825,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
826,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
827,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
828,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
829,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
830,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
831,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
832,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
833,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
834,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
835,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
836,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
837,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
838,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
839,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
840,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
841,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
842,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
843,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
844,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
845,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
846,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
