generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
355,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
356,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
357,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
358,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
359,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
360,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
361,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
362,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
363,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
364,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
365,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
366,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
367,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
368,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
369,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
370,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
371,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
372,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
373,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
374,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
375,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
376,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
377,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
378,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
379,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
380,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
381,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
382,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
383,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
384,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
385,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
386,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
387,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
388,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
389,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
390,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
391,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
392,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
393,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
394,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
395,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
396,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
397,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
398,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
399,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
400,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
401,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
402,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
403,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
404,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
405,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
406,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
407,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
408,kept,-3575,170,96,0,74,51,3975,3145,0,0.000000,0.564706,10.094118,36.805882,29.752941,0.070588,0.070588,0.123529,0.111765,0.152941,0.147059,0.358824,0.358824,1.170588,0.135294,0.152941,2.738041,3.798283,2.575164,1.734548,0.063349,0.829348,0.020625,0.059737,0.057158,0.116195,0.438758,0.032057,0.085164,0.334654,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
